age,agechild,citistat,female,married,ownchild,wbhaom,gradeatn,cow1,ftptstat,statefips,hoursut,faminc,mind16,mocc10
29,All own children 14-17 years of age,"Native, born abroad with American parent(s)",Female,Not married,2,Hispanic,11th grade,Without pay,"FT hours, usually PT for non-economic",VT,101,"$25,000 - $29,999",Communications and utilities,Technicians
69,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, not a US citizen",Female,Not married,3,Native American,12th grade-no diploma,"Private, nonprofit","FT hours, usually PT for non-economic",NC,196,"$75,000 - $99,999",Hospital,Services
17,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in Puerto Rico or other US island areas",Female,Married,6,Native American,Associate degree-occupational/vocational,"Self-employed, incorporated",Not in labor force,MS,154,"$20,000 - $24,999",Communications and utilities,Sales
24,All own children 6-13 years of age,"Native, born in US",Male,Not married,5,Asian,"HS graduate, GED","Self-employed, incorporated","FT hours (35+), usually FT",CT,67,"$35,000 - $39,999",Hospital,Managers and professionals
47,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Not married,11,White,10th grade,"Self-employed, unincorporated","Not at work, usually part-time",MD,160,"$10,000 - $12,499",Retail trade,"Precision production, craft and repair"
47,All own children 0-2 years of age,"Native, born in US",Male,Married,6,Black,Some college but no degree,"Self-employed, incorporated","PT for economic reasons, usually FT",SD,112,"$20,000 - $24,999",Retail trade,Office and admin
78,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, naturalized US citizen",Male,Not married,0,Asian,Associate degree-occupational/vocational,Without pay,"Not at work, usually part-time",FL,113,"$7,500 - $9,999",Hospital,"Operators, fabricators and laborers"
46,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in Puerto Rico or other US island areas",Female,Not married,1,Native American,5th-6th grade,"Private, nonprofit",Unemployed FT,HI,128,"$75,000 - $99,999","Manufacturing, durable goods",Services
18,All own children 0-2 years of age,"Native, born abroad with American parent(s)",Female,Married,0,Native American,Less than 1st grade,"Self-employed, unincorporated","FT hours (35+), usually FT",MS,86,"$25,000 - $29,999",Social Services,"Precision production, craft and repair"
34,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in Puerto Rico or other US island areas",Male,Married,0,Asian,Master's degree,"Private, for profit","PT for economic reasons, usually FT",FL,128,"$12,500 - $14,999",Public administration,Managers and professionals
33,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Married,0,Hispanic,5th-6th grade,Government - State,Unemployed FT,HI,40,"$50,000 - $74,999",Social Services,Technicians
73,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in US",Male,Married,1,Black,7th-8th grade,Government - Federal,Unemployed FT,IL,183,"$35,000 - $39,999",Wholesale trade,Protective service
20,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Male,Not married,11,Asian,Less than 1st grade,"Self-employed, incorporated","FT hours, usually PT for economic reasons",NY,45,"$7,500 - $9,999",Wholesale trade,"Precision production, craft and repair"
62,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Male,Not married,1,Asian,Bachelor's degree,Government - Local,"PT for non-economic reasons, usually FT",IN,192,"$150,000+",Wholesale trade,Services
48,All own children 0-2 years of age,"Native, born in Puerto Rico or other US island areas",Male,Married,9,Black,Doctorate,"Self-employed, incorporated","Not at work, usually part-time",FL,144,"$20,000 - $24,999","Personal services, including private household",Personal care and personal services
43,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in Puerto Rico or other US island areas",Female,Not married,0,Native American,1st-4th grade,"Private, nonprofit","FT hours, usually PT for non-economic",DE,181,"Less than $5,000","Manufacturing, durable goods","Precision production, craft and repair"
52,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Not married,11,Native American,Less than 1st grade,Government - Local,"Not at work, usually FT",TN,86,"$10,000 - $12,499",Social Services,"Precision production, craft and repair"
51,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born abroad with American parent(s)",Female,Not married,12,Native American,11th grade,Government - Federal,"Not at work, usually FT",MO,70,"$100,000 - $149,999",Hospital,Managers and professionals
69,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Foreign born, naturalized US citizen",Male,Married,9,White,Master's degree,Government - State,"Not at work, usually FT",WV,141,"$15,000 - $19,999","Medical, except hospital","Precision production, craft and repair"
71,All own children 6-13 years of age,"Native, born in Puerto Rico or other US island areas",Female,Not married,2,White,Doctorate,Government - Local,"Not at work, usually part-time",DE,167,"$100,000 - $149,999",Transportation,Office and admin
32,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Not married,0,Multiple races,Master's degree,"Private, nonprofit",Unemployed FT,CA,101,"$12,500 - $14,999",Entertainment and recreation,Services
20,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, naturalized US citizen",Male,Married,11,Hispanic,Some college but no degree,Government - State,"PT hrs, usually PT for economic reasons",IA,52,"Less than $5,000","Manufacturing, durable goods",Personal care and personal services
47,All own children 14-17 years of age,"Native, born in Puerto Rico or other US island areas",Male,Married,6,Black,Some college but no degree,Government - State,"FT hours, usually PT for economic reasons",SD,20,"$20,000 - $24,999",Hospital,Office and admin
69,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Not married,4,White,Professional school,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",OH,108,"$40,000 - $49,999",Transportation,"Precision production, craft and repair"
39,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Foreign born, naturalized US citizen",Female,Married,9,Asian,9th grade,"Private, for profit","PT hrs, usually PT for economic reasons",LA,186,"$30,000 - $34,999","Personal services, including private household",Protective service
39,All own children 6-13 years of age,"Native, born abroad with American parent(s)",Female,Married,11,Hispanic,Bachelor's degree,Without pay,"PT hrs, usually PT for economic reasons",UT,194,"$12,500 - $14,999",Communications and utilities,Technicians
49,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in Puerto Rico or other US island areas",Male,Married,10,Black,Associate degree-occupational/vocational,Government - Federal,"PT for economic reasons, usually FT",CT,9,"Less than $5,000",Educational,Sales
58,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Female,Married,12,Black,Bachelor's degree,Government - Federal,Unemployed FT,KY,156,"$75,000 - $99,999","Manufacturing, nondurable goods",Services
49,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born abroad with American parent(s)",Male,Married,4,Multiple races,11th grade,"Private, nonprofit",Not in labor force,VT,198,"$50,000 - $74,999",Hospital,Technicians
41,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in Puerto Rico or other US island areas",Female,Not married,4,Native American,12th grade-no diploma,"Private, nonprofit","Not at work, usually FT",NY,3,"$25,000 - $29,999","Agriculture, mining, forestry and fisheries",Services
32,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born abroad with American parent(s)",Male,Married,6,Hispanic,Doctorate,Government - Federal,"FT hours, usually PT for economic reasons",NJ,58,"$40,000 - $49,999",Construction,Sales
34,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in US",Female,Married,0,Multiple races,1st-4th grade,Government - State,Unemployed FT,CT,150,"$25,000 - $29,999",Transportation,Managers and professionals
42,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in US",Female,Not married,4,White,Associate degree-occupational/vocational,Government - State,"PT hrs, usually PT for economic reasons",AL,8,"$35,000 - $39,999",Communications and utilities,Agriculture
61,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Male,Married,0,Multiple races,7th-8th grade,"Self-employed, unincorporated",Not in labor force,MA,136,"$150,000+","Personal services, including private household",Protective service
69,All own children 3-5 years of age,"Native, born in US",Female,Married,9,Asian,Doctorate,"Self-employed, incorporated","FT hours, usually PT for non-economic",NH,172,"$7,500 - $9,999",Retail trade,Managers and professionals
77,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Female,Not married,1,White,Bachelor's degree,Government - State,Not in labor force,CA,130,"$30,000 - $34,999",Educational,Services
75,Own children from all age groups,"Native, born in US",Male,Not married,4,Hispanic,Less than 1st grade,"Private, nonprofit","PT for economic reasons, usually FT",KS,19,"$15,000 - $19,999",Educational,Sales
71,No own children under 18 years of age,"Native, born in US",Male,Not married,6,White,12th grade-no diploma,Government - Local,"Not at work, usually part-time",WV,171,"$10,000 - $12,499","Agriculture, mining, forestry and fisheries",Technicians
27,No own children under 18 years of age,"Foreign born, naturalized US citizen",Male,Not married,5,Native American,"HS graduate, GED","Private, for profit","FT hours, usually PT for economic reasons",NY,30,"$15,000 - $19,999","Agriculture, mining, forestry and fisheries","Operators, fabricators and laborers"
80,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Male,Married,6,White,11th grade,"Private, for profit","FT hours, usually PT for non-economic",WY,42,"$12,500 - $14,999",Transportation,Managers and professionals
52,Own children from all age groups,"Native, born in Puerto Rico or other US island areas",Male,Married,3,White,10th grade,Without pay,Not in labor force,IN,82,"$50,000 - $74,999","Medical, except hospital","Operators, fabricators and laborers"
73,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Female,Not married,1,White,10th grade,"Self-employed, incorporated",Not in labor force,WI,105,"$30,000 - $34,999",Construction,Services
75,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in US",Female,Married,10,Asian,7th-8th grade,Without pay,Unemployed FT,ND,45,"$40,000 - $49,999","Medical, except hospital",Sales
52,All own children 14-17 years of age,"Foreign born, not a US citizen",Male,Married,10,Hispanic,Master's degree,"Private, for profit","PT for economic reasons, usually FT",IN,142,"$20,000 - $24,999",Educational,Managers and professionals
80,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Female,Married,2,Multiple races,Associate degree-occupational/vocational,"Self-employed, incorporated","FT hours, usually PT for non-economic",NE,38,"$50,000 - $74,999",Communications and utilities,Protective service
71,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born in US",Male,Married,8,Hispanic,5th-6th grade,"Private, nonprofit",Unemployed FT,SD,90,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales
